2,0,38,1,6,0,6
2,0,38,1,12,0,5
2,0,38,1,17,0,7
2,0,38,2,0,0,24
2,0,38,3,0,0,4
2,0,38,3,4,0,4
2,0,38,3,8,0,3
2,0,38,3,11,0,4
2,0,38,3,15,0,4
2,0,38,3,19,0,5
2,0,38,4,0,0,4
2,0,38,4,4,0,4
2,0,38,4,8,0,3
2,0,38,4,11,0,4
2,0,38,4,15,0,4
2,0,38,4,19,0,5
2,0,38,5,0,0,12
2,0,38,5,12,0,12
2,0,38,6,0,0,3
2,0,38,6,3,0,4
2,0,38,6,7,0,4
2,0,38,6,11,0,1
2,0,38,6,12,0,4
2,0,38,6,16,0,4
2,0,38,6,20,0,4
2,0,39,0,0,0,12
2,0,39,0,12,0,12
2,0,39,1,0,0,12
2,0,39,1,12,0,12
2,0,39,2,0,0,3
2,0,39,2,3,0,4
2,0,39,2,7,0,4
2,0,39,2,11,0,1
2,0,39,2,12,0,4
2,0,39,2,16,0,4
2,0,39,2,20,0,4
2,0,39,3,0,0,5
2,0,39,3,5,0,5
2,0,39,3,10,0,2
2,0,39,3,12,0,1
2,0,39,3,13,0,5
2,0,39,3,18,0,6
2,0,39,4,0,0,12
2,0,39,4,12,0,12
2,0,39,5,0,0,3
2,0,39,5,3,0,4
2,0,39,5,7,0,4
2,0,39,5,11,0,1
2,0,39,5,12,0,4
2,0,39,5,16,0,4
2,0,39,5,20,0,4
2,0,39,6,0,0,3
2,0,39,6,3,0,4
2,0,39,6,7,0,4
2,0,39,6,11,0,1
2,0,39,6,12,0,4
2,0,39,6,16,0,4
2,0,39,6,20,0,4
2,0,40,0,0,0,2
2,0,40,0,2,0,2
2,0,40,0,4,0,2
2,0,40,0,6,0,2
2,0,40,0,8,0,2
2,0,40,0,10,0,1
2,0,40,0,11,0,1
2,0,40,0,12,0,1
2,0,40,0,13,0,2
2,0,40,0,15,0,2
2,0,40,0,17,0,2
2,0,40,0,19,0,2
2,0,40,0,21,0,3
2,0,40,1,0,0,2
2,0,40,1,2,0,3
2,0,40,1,5,0,2
2,0,40,1,7,0,3
2,0,40,1,10,0,1
2,0,40,1,11,0,1
2,0,40,1,12,0,1
2,0,40,1,13,0,3
2,0,40,1,16,0,2
2,0,40,1,18,0,3
2,0,40,1,21,0,3
2,0,40,2,0,0,2
2,0,40,2,2,0,3
2,0,40,2,5,0,2
2,0,40,2,7,0,3
2,0,40,2,10,0,1
2,0,40,2,11,0,1
2,0,40,2,12,0,1
2,0,40,2,13,0,3
2,0,40,2,16,0,2
2,0,40,2,18,0,3
2,0,40,2,21,0,3
2,0,40,3,0,0,2
2,0,40,3,2,0,2
2,0,40,3,4,0,3
2,0,40,3,7,0,2
2,0,40,3,9,0,2
2,0,40,3,11,0,1
2,0,40,3,12,0,2
2,0,40,3,14,0,2
2,0,40,3,16,0,3
2,0,40,3,19,0,2
2,0,40,3,21,0,3
2,0,40,4,0,0,3
2,0,40,4,3,0,3
2,0,40,4,6,0,3
2,0,40,4,9,0,2
2,0,40,4,11,0,1
2,0,40,4,12,0,2
2,0,40,4,14,0,3
2,0,40,4,17,0,3
2,0,40,4,20,0,4
2,0,40,5,0,0,1
2,0,40,5,1,0,2
2,0,40,5,3,0,2
2,0,40,5,5,0,1
2,0,40,5,6,0,2
2,0,40,5,8,0,2
2,0,40,5,10,0,1
2,0,40,5,11,0,1
2,0,40,5,12,0,1
2,0,40,5,13,0,2
2,0,40,5,15,0,2
2,0,40,5,17,0,1
2,0,40,5,18,0,2
2,0,40,5,20,0,2
2,0,40,5,22,0,2
2,0,40,6,0,0,1
2,0,40,6,1,0,2
2,0,40,6,3,0,2
2,0,40,6,5,0,2
2,0,40,6,7,0,2
2,0,40,6,9,0,1
2,0,40,6,10,0,1
2,0,40,6,11,0,1
2,0,40,6,12,0,1
2,0,40,6,13,0,1
2,0,40,6,14,0,2
2,0,40,6,16,0,2
2,0,40,6,18,0,2
2,0,40,6,20,0,2
2,0,40,6,22,0,2
2,0,41,0,0,0,2
2,0,41,0,2,0,2
2,0,41,0,4,0,2
2,0,41,0,6,0,2
2,0,41,0,8,0,2
2,0,41,0,10,0,1
2,0,41,0,11,0,1
2,0,41,0,12,0,1
2,0,41,0,13,0,2
2,0,41,0,15,0,2
2,0,41,0,17,0,2
2,0,41,0,19,0,2
2,0,41,0,21,0,3
2,0,41,1,0,0,1
2,0,41,1,1,0,2
2,0,41,1,3,0,1
2,0,41,1,4,0,2
2,0,41,1,6,0,2
2,0,41,1,8,0,1
2,0,41,1,9,0,2
2,0,41,1,11,0,1
2,0,41,1,12,0,2
2,0,41,1,14,0,1
2,0,41,1,15,0,2
2,0,41,1,17,0,2
2,0,41,1,19,0,1
2,0,41,1,20,0,2
2,0,41,1,22,0,2
2,0,41,2,0,0,1
2,0,41,2,1,0,2
2,0,41,2,3,0,2
2,0,41,2,5,0,2
2,0,41,2,7,0,2
2,0,41,2,9,0,1
2,0,41,2,10,0,1
2,0,41,2,11,0,1
2,0,41,2,12,0,1
2,0,41,2,13,0,1
2,0,41,2,14,0,2
2,0,41,2,16,0,2
2,0,41,2,18,0,2
2,0,41,2,20,0,2
2,0,41,2,22,0,2
2,0,41,3,0,0,1
2,0,41,3,1,0,1
2,0,41,3,2,0,2
2,0,41,3,4,0,1
2,0,41,3,5,0,1
2,0,41,3,6,0,2
2,0,41,3,8,0,1
2,0,41,3,9,0,1
2,0,41,3,10,0,1
2,0,41,3,11,0,1
2,0,41,3,12,0,1
